transcription,file_path
BY CHARLES WIT SAVE THE DAY FOR US,australian_s02_359.txt
THE PAPER BOX IS FULL OF THUMB TACS,australian_s02_198.txt
A FALLING CASE IS NOW HARD TO BUY,australian_s02_167.txt
NEXT SUNDAY'S THE TWELFTH OF THE MONTH,australian_s02_601.txt
SLIDE THE TRAY ACROSS THE GLASS TOP,australian_s02_615.txt
MARAG WILL SOAK UP SPILLE WATER,australian_s02_173.txt
SWEET WORDS WORK BETTER THAN FIUCE,australian_s02_629.txt
THE PENCILS HAVE ALL BEEN USED,australian_s02_159.txt
HE PUT HIS LOST COTTRIDGE INTO THE GUN AND FIRED,australian_s02_603.txt
AT THAT HIGH LEVEL THE AIR ISBUEU,australian_s02_165.txt
SADTAN,australian_s02_171.txt
LIGHT MABLE MAKES FOR A SWELL ROOM,australian_s02_617.txt
HE TAKES THE OATH OF OFFICE EACH MARCH,australian_s02_429.txt
JUST HOIST IT UP AND TAKE IT AWAY,australian_s02_367.txt
THE SUN CAME UP TO LIGHT THE EAST AND SKY,australian_s02_401.txt
WE NOW HAVE A NEW BASE FOR SHIPPING,australian_s02_415.txt
THE THAW CAME EARLY AND FREED THE STREAM,australian_s02_373.txt
SMOKE POURED OUT OF EVERY CRACK,australian_s02_398.txt
FLAX MAKES A FINE BRAND OF PAPER,australian_s02_549.txt
THE HOSTESS TAUGHT THE NEW MAD DESERVE,australian_s02_213.txt
IT MATTERS NOT IF HE READS THESE WORDS OR THOSE,australian_s02_575.txt
HE WROTE HIS NAME BOLDLY AT THE TOP OF A SHEET,australian_s02_561.txt
FLOAT THE SOAP ON TOP OF THE BATH WATER,australian_s02_207.txt
THE STRAYCAT GAVE BIRTH TO KITTENS,australian_s02_039.txt
THE BOY WAS THERE WHEN THE SUN ROSE,australian_s02_011.txt
RICE IS OFTEN SERVED IN ROUND BALLS,australian_s02_005.txt
THESE DICE OF CHICKEN LEG IS A RED DISH,australian_s02_004.txt
A LARGE SIZE IN STOCKINGS IS HARD TO SELL,australian_s02_010.txt
THE WRIST WAS BADLY STRAINED AND HUNG LIMP,australian_s02_038.txt
THOSE LAST WORDS WERE A STRONG STATEMENT,australian_s02_560.txt
THE LORE IS USED TO CATCH TROUT IN FLOUNDER,australian_s02_206.txt
THEY WENT STRAIGHT HIM,australian_s02_212.txt
BREATHE DEEP AND SMELL THE PANIERE,australian_s02_574.txt
HIS WIDE GRINNA AND MANY FRIENDS,australian_s02_548.txt
SERVE THE HOT RUM TO THE TIRED HEROES,australian_s02_399.txt
NURSE AMEND WILL HAULD HARDWOOD,australian_s02_414.txt
FEED THE WHITE MOUSE SOME FLOWER SEEDS,australian_s02_372.txt
THE LOGESFILL AND TUMBLED INTO THE CLEAR STREAM,australian_s02_366.txt
MUCH OF THE STORY MAKES GOOD SENSE,australian_s02_400.txt
ACCOLD DIPPERS TOS HEALTH IN ZEST,australian_s02_428.txt
THE OFFICE PAINT WAS A DULL,australian_s02_170.txt
THE CLOUD MOVED IN A STATELY WAY AND WAS GONE,australian_s02_616.txt
EVERY WORD AND PHRASE HE SPEAKS IS TRUE,australian_s02_602.txt
THE JACKET HUNG ON THE BACK OF THE WIDE CHAIR,australian_s02_164.txt
THE URGE TO WRITE SHORT STORIES IS RARE,australian_s02_158.txt
THEY SANG THE SAME CHINS AT EACH PATTY,australian_s02_665.txt
BURG IS STRONG AND ALSO GIVES SHADE,australian_s02_103.txt
SHAD BLOW,australian_s02_117.txt
A GOLD VOWERS IS BOTH RAER AND COSTLY,australian_s02_671.txt
THE SQUAMPEG WILL SETTLE IN THE ROUND HALL,australian_s02_659.txt
THE OLD PAN WAS COVERED WITH HOT FUDGE,australian_s02_301.txt
THE CLIS DRIED ON A THIN WOODEN RACK,australian_s02_467.txt
THE MUSIC PLAYED ON WHILE THEY TALKED,australian_s02_473.txt
THE TUBE WAS BLOWN AND THE TIRE FLATTENED USELESS,australian_s02_315.txt
THE PURPLE TIE WAS TEN YEARS OLD,australian_s02_329.txt
CRACK THE WALNUT WITH YOUR SHARPSIDE TEETH,australian_s02_498.txt
TEA SERVED FROM THE BROWN JOG IS TICTY,australian_s02_275.txt
THE WORK OF THE TAWER IS SEEN ON EACH SIDE,australian_s02_513.txt
THEIR OLIVES DROOPED FOR WANT OF SLEEP,australian_s02_507.txt
IN SOME FORM OR OTHER WE NADE VUN,australian_s02_261.txt
THIS WILL LEAVE THE WORLD TO MORE SOUND AND FURY,australian_s02_249.txt
SEVEN SEALS WERE STAMPED ON GRIT SHEETS,australian_s02_711.txt
THE LEASE RAN OUT IN SIXTEEN WEEKS,australian_s02_077.txt
WE TALKED OF THE SIDE SHOWING THE CIRCUS,australian_s02_063.txt
GREEN ICE FROSTED THE PANCH BOLL,australian_s02_705.txt
THE BLIND MAN COUNTED HIS OLD COINS,australian_s02_739.txt
THE GROSS HELD AROUND THE FENCE POST,australian_s02_088.txt
CUT THE PIE INTO LARGE POTS,australian_s02_089.txt
THE GRASS AND BUSHES WERE WET WITH DUE,australian_s02_738.txt
BOTH LOST THEIR LIVES IN THE RAGING STORM,australian_s02_062.txt
A FLAT PACK TAKES LESS LUGGAGE SPACE,australian_s02_704.txt
THE HAIL PATTED ON THE BURNED BROWN GRASS,australian_s02_710.txt
THE WALL TOWN WAS CEASED WITHOUT A FIGHT,australian_s02_076.txt
THE PLAY BEGAN AS SOON AS WE SET DOWN,australian_s02_248.txt
ERT SAREFOODS EATEN BY HORSE AND MAN,australian_s02_506.txt
BOTH BROTHERS WEAR THE SAME SIZE,australian_s02_260.txt
EY SEATS ARE BEST FOR FOOT BULLFANS,australian_s02_274.txt
WE LIKE TO SEE CLEAR WEATHER,australian_s02_512.txt
HE OFFERED PROOF IN THE FORM OF A LODGE CHOT,australian_s02_499.txt
TIME BRINGS US MANY CHANGES,australian_s02_328.txt
THE PRICE IS FAIR FOR A GOOD ANTIQUE CLOCK,australian_s02_472.txt
TALL AND GRACEFUL,australian_s02_314.txt
THE GOLD RING FITZ ONLY APPEARS TERE,australian_s02_300.txt
THE WOL FONE RANG LOUD AND OFTEN,australian_s02_466.txt
PACK THE KITS AND DON'T FORGET THE SALALT,australian_s02_658.txt
SPLIT A LOG WITH A QUICK,australian_s02_116.txt
PALL THE COLHI IN THE SHED CORNER,australian_s02_670.txt
DIMES SHOWA DOWN FROM ALL SIDES,australian_s02_664.txt
THE BILL WAS PAID EVERY THIRD WEEK,australian_s02_102.txt
THE KNIFE WAS HUNG INSIDE ITS BROADSHEATH,australian_s02_672.txt
LEAVES TURN BROWN AND YELLOW IN THE FULL,australian_s02_114.txt
A TUSK IS USED TO MAKE COSTLY GIFTS,australian_s02_100.txt
THE SKY IN THE WEST IS TINCHED WITH ORANGE READ,australian_s02_666.txt
PASTE CAN CLENCH THE MOST STURDY BRASS,australian_s02_128.txt
MANY HANDS HELP GET THE JOB DONE,australian_s02_699.txt
IT IS LIHT MORNING ON THE OLD WAL CLOCK,australian_s02_316.txt
THE BILLS WERE MAILED PROMPTLY ON THE TENTH OF HE MONTH,australian_s02_470.txt
THE COUCH COVER AND WHOLE DRIPES WIRE BLUE,australian_s02_464.txt
WHAT'S THE LOG FLOAT IN THE WIDE RIVER,australian_s02_302.txt
THE MAN WORE A FEATHER IN HIS FELT HAT,australian_s02_458.txt
THE PRINCE ORDERED HIS HEAD CHUPPED OFF,australian_s02_262.txt
IN THE REAR OF THE GROUND FLOOR WIS A LODGE PASSAGE,australian_s02_504.txt
TUCK THE SHEET UNTOR THE EDGE OF THE MAT,australian_s02_510.txt
A DASH OF PEPPISTS BOILS BEEFSTEW,australian_s02_276.txt
SHE BLUSHED WHEN HE GAVE HER A WIFE HALKID,australian_s02_538.txt
ADJOY TO EVERY CHILD IS THE SWAN BOAT,australian_s02_289.txt
A STUFFED CHAIR SLIPPED FROM THE MOVING VAN,australian_s02_706.txt
A CUP OF SUGAR MAKES SWEET FUDGE,australian_s02_060.txt
THE TWO MAT WHILE PLAYING ON THE SAND,australian_s02_074.txt
OUR TROOPS AU SET TO STRIKE HEAVY BLOWS,australian_s02_712.txt
LIFT THE SQUARE STONE OVER THE FENCE,australian_s02_048.txt
THE ROIT WILL BIND THE SEVEN BOOKS AT ONCE,australian_s02_049.txt
THE INK STAIN DRIED ON THE FINISHED PAGE,australian_s02_075.txt
THE STOLE WAS JAMMED BEFORE THE SAL COULD STOT,australian_s02_713.txt
THE STITCH WILL SEVEBIT NEEDS TO BE SHORTENED,australian_s02_707.txt
PLACE A ROSE BUSH NEAR THE PORCH STEPS,australian_s02_061.txt
THE SHELMS WILL BEAR OF BOTH JAM WILE CRACKERS,australian_s02_288.txt
THE BEETLE DROANED IN THE HOT JUNE SUN,australian_s02_539.txt
A FORCE EQUAL TO THAT WOULD MOVE THE EARTH,australian_s02_511.txt
A ZESTFUL FOOD IS THE HOT CROWSE BUN,australian_s02_277.txt
THE HOUSES ARE BUILT OF RED CLAY BRICKS,australian_s02_263.txt
A MAN IN A BLUE SWEAT ASSAT AT THE DESK,australian_s02_505.txt
HEWHEELED THE BIKE POSS THE WINDING ROAD,australian_s02_459.txt
THE STEMS OF THE TALL GLASSES CRACKED AND BROKE,australian_s02_465.txt
THE NOTE ON THE STORK OF WID GREW DAILY,australian_s02_303.txt
LET'S ULL JOIN AS WE SING THE LAST COURSE,australian_s02_317.txt
TO HAVE IS BETTER THAN TO WAIT AND HOPE,australian_s02_471.txt
SLIDE THE BUILL BETWEEN THE TWO LAVES,australian_s02_698.txt
THE SLANGWORD THE ROLL WHISKEY IS BUZE,australian_s02_129.txt
TENPINCE WERE SET IN ORDER,australian_s02_101.txt
THE PODS OF PEACE FORMENT IN BEAREFIELDS,australian_s02_667.txt
THE RAREST SPICE COMES FROM THE FAR EAST,australian_s02_673.txt
THE PENANT WAVED WHEN THE WIND BLEW,australian_s02_115.txt
BRING YOUR PROBLEMS TO THE WISE CHIEF,australian_s02_139.txt
THE HUG CRAWLED UNDER THE HIGH FENCE,australian_s02_111.txt
THE AIM OF THE CONTEST IS TO RAISE A GREAT FUND,australian_s02_677.txt
SHIPMAPS ARE DIFFERENT FROM THOSE FOR PLANS,australian_s02_663.txt
THE POT BEGAN TO RUST WILE NEW,australian_s02_105.txt
A ROUND MAT WILL COVER THE DOALL SPOT,australian_s02_688.txt
THE VEMP OF THE SHOE HAD A GOLD BUCKLE,australian_s02_449.txt
THE BUNCH OF GRIPES WAS PRESSED INTO WINE,australian_s02_475.txt
SHE DANCED LIKE A SWAN,australian_s02_313.txt
THE BARREL OF BEER WAS A BROUT OF MOLTEN HOMPS,australian_s02_307.txt
THE DESKON BOTH CHES WERE PAINTED TAN,australian_s02_461.txt
LOCKED,australian_s02_529.txt
A QUARD OF MILK IS WATER FOR THE MOST PART,australian_s02_501.txt
CAMPES LACKFUL FLIVA,australian_s02_267.txt
THE RUDELA FILLED THE EMPTY ROOM,australian_s02_273.txt
SHAKE THE DUST FROM YOU SHOES,australian_s02_515.txt
TIGHT CURLS GET LIMP ON RAINY DAYS,australian_s02_298.txt
MATCH THE SOLDIERS POSS THE NEXT HILL,australian_s02_059.txt
HE RAN HALFWAY TO THE HAN WHISTEL,australian_s02_065.txt
THE STEADY DRIP IS WORSE THAN A DRENCHING RINE,australian_s02_703.txt
THE POT BOILED BUT THE CONTENTS FELLED TO JELL,australian_s02_717.txt
THE JUNE ROSE FROM THE EDGE OF THE WATER,australian_s02_071.txt
TAKE THE MATCH AND STRIKE IT AGAINST YOUR SHOE,australian_s02_716.txt
THIS IS A GRAND SEASON FOR HYCHS ON THE ROAD,australian_s02_070.txt
USE A PENCIL TO RITE THE FIRST DRAUGHT,australian_s02_064.txt
DIG DEEP IN THE EARTH FOR PIRATES GOLD,australian_s02_702.txt
THE WAGON MOVED ON WELL OILED WHEELS,australian_s02_058.txt
THE MUTE MUFFLED THE HIGH TINES OF THE HORN,australian_s02_299.txt
GRAY PAINT STRETCHED FOR MILES AROUND,australian_s02_272.txt
TAKE A CHANCE AND WIN A CHINA DULL,australian_s02_514.txt
SEND THE STUFF IN A THICK PAPER BAG,australian_s02_500.txt
THESE PILLS DO LESS GOOD THAN OTHERS,australian_s02_266.txt
THE DUL WAS BOD,australian_s02_528.txt
HIS SHED WAS CLEAN BUT ONE BUTTON WAS GONE,australian_s02_306.txt
DROP THE ASHES ON THE WORN OLD RUG,australian_s02_460.txt
DISPENSE WITH A VEST ON A DAY LIKE THIS,australian_s02_474.txt
PINK CLOUDS FLOATED WITH THE BREEZE,australian_s02_312.txt
TWIST THE VELVAN RELEASE HOT STEAM,australian_s02_448.txt
THE FIRST PART OF THE PLAN NEEDS CHANGING,australian_s02_689.txt
BAD NERVES ARE JANGLED BY A DOR SLAM,australian_s02_662.txt
CATS AND DOGS EACH HIDE THE OTHER,australian_s02_104.txt
ACT ON ESE ORDERS WITH GREAT SPEED,australian_s02_110.txt
THE MULE TROD THE TREADMILL DAY AND NOT,australian_s02_676.txt
THE GLOW DEEPENED IN THE EYES OF THE SWEET GIRL,australian_s02_138.txt
THE LOSS OF THE CRUISER WAS ABLOW TO THE FLEET,australian_s02_648.txt
OPEN THE CRATE BUT DON'T BREAK THE GLASS,australian_s02_106.txt
FINE SOAP SAVES TENDO SKIN,australian_s02_660.txt
THE ROOF SHOULD BE TILTED AT A SHOP'S LANT,australian_s02_674.txt
MOVE THE VATER OVER THE HOT FIRE,australian_s02_112.txt
THE PLUSH JAILIANED AGAINST THE WOOLL,australian_s02_338.txt
THROW OUT THE UASED PAPER COP AND PLATE,australian_s02_462.txt
THE HEAP OF FALLEN LEAFS WAS SET ON FIRE,australian_s02_304.txt
THE PLANTGERRY LODGE AND GRAIN IN THE WINDOW,australian_s02_310.txt
HE SCENT THE FIGS,australian_s02_476.txt
THE BRIGHT LANTERNS WERE GAY ON THE DARK LORN,australian_s02_489.txt
YELL AND CLAP AS THE CURT AND SLIDES BACK,australian_s02_258.txt
STRANGER,australian_s02_516.txt
THE TRAIN BROUGHT AHERI TO THE BIG TOWN,australian_s02_270.txt
DUCKS FLY NOTH BIT LACK A COMPASS,australian_s02_264.txt
THEY TOLD WILD TALES TO FRIGHTEN HIM,australian_s02_502.txt
THE CURTAIN ROSE THEN THE SHELL WAS ON,australian_s02_728.txt
THOSE WORDS WERE THE CUFA THE ACT A DELAVRE,australian_s02_072.txt
IT WAS A BATTER ON THE PART OF THE NEW JUDGE,australian_s02_714.txt
WE DON'T LIKE TO ADMIT AR SMALL FAULTS,australian_s02_700.txt
THE CLOCK STRUCK TO MARK THE THIRD PERIOD,australian_s02_066.txt
THE TERMENDED IN LIGHT JUNE THAT YEAR,australian_s02_099.txt
BAIL THE BOAT TO STOP IT FROM SINKING,australian_s02_098.txt
NO DOUBT ABOUT THE WY THE WIND BLOWS,australian_s02_701.txt
A SMALL CREEK CUT ACROSS THE FIELD,australian_s02_067.txt
A YACHT SLID AROUND THE POINT INTO THE BAY,australian_s02_073.txt
ONE STEP MORE AND THE BOARD WILL COLLAPSE,australian_s02_715.txt
THE YOUNG PRINCE BECAME HEIRE TO THE THRONE,australian_s02_729.txt
FRUITFLY OFIS A USED IN FIZ DRINKS,australian_s02_265.txt
THE THREE STORY HOUSE WAS BUILT OF STONE,australian_s02_503.txt
SHE WAS CONTO SICK OLD PEOPLE,australian_s02_517.txt
WE ARE SURE THAT ONE MORE IS ENOUGH,australian_s02_271.txt
THEY ARE MEN WHO WOKE THE MIDDLE OF THE RARD,australian_s02_259.txt
THE CASE WAS PUZZLING TO THE OLD AND WISE,australian_s02_488.txt
THE BEAM DROPPED DOWN ON THE WORKMAN'S HEAD,australian_s02_311.txt
BUT KEPT THE ROB CHERRIES,australian_s02_477.txt
A CLEAN NECK MEANS AND EAT COLA,australian_s02_463.txt
WRITE FAST IF YOU WANT TO FINISH HERLEY,australian_s02_305.txt
GLASS WILL CLINK WIN STRUCK BY METLE,australian_s02_339.txt
A SMATTER OF FRENCH IS WORSE THAN NONE,australian_s02_675.txt
THE BOCH OF THE PAWN TREE WAS SHINY AND DUCH,australian_s02_113.txt
ADD THE SUM TO THE PRODUCT OF THESE THREE,australian_s02_107.txt
BLUDGE TAGS AND TEA MUST SUFFICE,australian_s02_661.txt
LOOP THE BRAID TO THE LEFT AND THEN OVER,australian_s02_649.txt
THE SINC IS THE THING IN WHICH WE PILE DISHES,australian_s02_644.txt
E LANG BACK KEPT HIS SCHOOL ART,australian_s02_122.txt
PLUCK THE BRIGHT ROSE WITHOUT LEAVES,australian_s02_136.txt
PLEAYED WITH THE LAWYER TO DROP THE LOST CAUSE,australian_s02_650.txt
TO SEND IT NOW AND LODGE AMOUNTS HIS BAD,australian_s02_678.txt
PICK A COT AND SLIP IT UNDER THE PACK,australian_s02_687.txt
DOTS OF LIGHT BETRAYED THE BLACK CAT,australian_s02_693.txt
THE STILL WALLS WERE LINED WITH COLORED FROCKS,australian_s02_320.txt
THESE CORNS WILL BE NEEDED TO PAY HIS DEBT,australian_s02_446.txt
THE MASHE WILL FREEZE WHIN COLD ENOUGH,australian_s02_452.txt
PACK THE RECORDS IN AN ETHIN CASE,australian_s02_334.txt
TIN KANZAR ABSENT FROM STORE SHELVES,australian_s02_308.txt
A FIRMA FISTARLISH ONCE MORE,australian_s02_485.txt
THE YOUTH DRIVE WITH ZEST,australian_s02_491.txt
TO MAKE PURE EYES,australian_s02_254.txt
A BIGWET STAIN WAS ON THE ROUND CARPET,australian_s02_532.txt
THAT GLAYS THE WRITER OF A FEW BAND BOOKS,australian_s02_526.txt
THE MAP HAD AN EX THAT MEANT NOTHING,australian_s02_240.txt
THE DACKPOT HUNG IN THE FRONT CLOSET,australian_s02_268.txt
THEN EAT THE CRACKES,australian_s02_297.txt
THE COLD DRIZZLE WILL HALT UBON DRIVE,australian_s02_283.txt
HE SENT THE BOY ON A SHORED ERRAND,australian_s02_730.txt
THE SHOW WAS A FLOP FROM THE VERY STAT,australian_s02_056.txt
WHAT JOY THERE IS IN LIVING,australian_s02_042.txt
FISH IVIDE THE NET AND SWIM OFF,australian_s02_724.txt
THE BABY PUTS HIS RIGHT FOOT IN HIS MOUTH,australian_s02_718.txt
A POUND OF SUGAR COSTS MORE THAN EGGS,australian_s02_095.txt
THE PEARL WAS WORN IN A THIN SILVER RING,australian_s02_081.txt
THE HEART BEAT STRONGLY AND WITH FIRM STROKES,australian_s02_080.txt
A WISP OF CLOUD HUNG IN THE BLUE AIR,australian_s02_094.txt
THE BOMBS LEFT MOST OF THE TOWN AND RUINS,australian_s02_719.txt
A KING RULED THIS NIGHT IN THE EARLY DAYS,australian_s02_043.txt
DIP THE PILE ONCE AND LET IT SETTLE,australian_s02_725.txt
LEAVE NOW AND YOU WILL ARRIVE ON TIME,australian_s02_731.txt
A SOR IS A TOOL USED FOR MAKING BOARDS,australian_s02_057.txt
LOOKING THE CORNER TO FIND THE TAN SHIRT,australian_s02_282.txt
QUENCH YOUR THIRST,australian_s02_296.txt
CARRY THE PILE TO THE WALL AND SPILL IT THERE,australian_s02_269.txt
THE LITTLE TAWLS THEY TELL AR FALSE,australian_s02_527.txt
WHITTINGS ARE SMALL FISH CORD IN NETS,australian_s02_241.txt
YE PHRASE WATER,australian_s02_255.txt
THE COT DIPPED AND SWIDE,australian_s02_533.txt
WE DON'T GET MUCH MONEY BUT WE HAVE FUN,australian_s02_490.txt
THE COT FLEW WILDLY IN THE HIGH WIND,australian_s02_484.txt
SLIDE THE BULKS INTO THAT EMPTY SPACE,australian_s02_309.txt
THEY SLICED THE SAUSAGE THIN WITH A KNIFE,australian_s02_453.txt
THE CRUNCH OF FATE IN THE SNOW WAS THE ONLY SOUND,australian_s02_335.txt
THE PEACE LEAGUE MENT TO DISCUSS THEIR PLANS,australian_s02_321.txt
THE NAG PULLED THE FRIL COT ALONG,australian_s02_447.txt
YOU CANNOT BRUTI IN A COLD POT,australian_s02_692.txt
BE SURE TO SET THAT LAMP FIRMLY IN THE HALL,australian_s02_686.txt
THERE IS A FINE HARTANG IN SALTIERE,australian_s02_679.txt
TWO PAST SEVEN IS LESS THAN TEN,australian_s02_137.txt
CAUFS THRIVE ON TENDER SPRING GRASP,australian_s02_651.txt
A WHIF OF IT WILL CURE THE MOST STUBB ORN COLD,australian_s02_645.txt
WE FIND JOY IN THE SIMPLEST THINGS,australian_s02_123.txt
TEAR A THIN SHEET FROM THE YELLOW PAD,australian_s02_653.txt
HE SAID THE SAME PHRASE THIRTY TOMS,australian_s02_135.txt
HEMP IS AE WEED FOUND IN PARTS OF THE TROPICS,australian_s02_121.txt
SHE FLAPS HOR CAPE AS SHE PARIDES THE STREET,australian_s02_647.txt
THE RAPE TASTE OF CHEESE IMPROVES WITH AGE,australian_s02_109.txt
A GOOD BOOK IN FORMS OF WHAT WE OUGHT TO KNOW,australian_s02_690.txt
KAP THE JAW WITH THE TIGHT BRASS GOVER,australian_s02_684.txt
BOARDS WILL AWHOOP UNLESS KEPT DRY,australian_s02_337.txt
NEW PANTS LACK CUFFS AND POCKETS,australian_s02_451.txt
HE PICKED UP THE DICE FOR A SECOND ROLL,australian_s02_445.txt
PIPA IS GUESS,australian_s02_323.txt
THE SCREEN BEFORE THE FIRE KEPT IN THE SPARKS,australian_s02_479.txt
BUT LITTLE SKILL,australian_s02_492.txt
THE TINGBOX HELD PRICELESS STONES,australian_s02_486.txt
CHECK THE ROPE AND THE BELL RINGS WEAKLY,australian_s02_243.txt
BUT KEEP STILL,australian_s02_525.txt
RIP EZ AUTFIT FOR QUEEN'S TABLE,australian_s02_531.txt
JUMP THE FENCE AND HURRY UP THE BANK,australian_s02_257.txt
THE DUSTY BENCH STOOD BY THE STONE WALL,australian_s02_519.txt
CAP THE CORD THAT BINDS THE BOX TIGHTLY,australian_s02_280.txt
A RIDGE ON A SMOOTH SURFACE IS A BUMPOL FLOOR,australian_s02_294.txt
THE BIG RED APPLE FELL TO THE GROUND,australian_s02_727.txt
THE MEAL WAS COOKED BEFORE THE BELL RANG,australian_s02_041.txt
ADDING FAST LEADS TO WRONG SUMS,australian_s02_055.txt
A GOLDRING WILL PLEASE MOST ANY GIRL,australian_s02_733.txt
THE SET OF CHINA HIT THE FLOOR WITH A CRASH,australian_s02_069.txt
THE FRUIT PEEL WAS CUT IN FIXED SLICES,australian_s02_082.txt
THE FINGWAS SHARP AND CUT THE CLEAR WATER,australian_s02_096.txt
THE PLAY SEEMS DULL AND QUITE STUPID,australian_s02_097.txt
THE NAVY ATTACKED THE BIG TASK FORCE,australian_s02_083.txt
CARS AND BUSSES STALLED IN SNOW DRIFTS,australian_s02_068.txt
THE CROOKED MAZE FILED TO FILL THE MOUSE,australian_s02_054.txt
THE CORNECE STOOR WAS RUBBED LAST NIGHT,australian_s02_732.txt
WILL YOU PLEASE ANSWOR THAT FARM,australian_s02_726.txt
THE YOUNG GIRL GAVE NO CLEAR RESPONSE,australian_s02_040.txt
PEDJAPPLES MAY STAIN YOUR HANDS GREEN,australian_s02_295.txt
THE RED TIPE BOUND THE SMUGGLED FURD,australian_s02_281.txt
THE SQUATEWOODEN KRITE WAS PECKED TO BE SHIPPED,australian_s02_518.txt
AND BOLTET AS WELL,australian_s02_530.txt
THE FIRST WORM GETS SNAP TOLY,australian_s02_256.txt
SOME ADD SERVED TO CHEAT WIRES,australian_s02_242.txt
TAKE SHELTER IN THIS TENT,australian_s02_524.txt
WE NEED AN INTERVAL SUCH MATTER,australian_s02_487.txt
FIVE YEARS HE LIVED WITH A SHAGGY DOG,australian_s02_493.txt
THE HINGE ON THE DOOR CREAKED WITH OLD AGE,australian_s02_478.txt
THE DRY WAX PROTECTS THE DEEP SCRATCH,australian_s02_444.txt
THE RISE TO FAME OF A PERSON TAKES LUCK,australian_s02_322.txt
THE CULPIBLE SHONE IN THE SUN'S RAYS,australian_s02_336.txt
THE SMELL OF BURNED RAGS IT CHIS MY NOSE,australian_s02_450.txt
THE POOR BOY MISSED THE BOAT AGAIN,australian_s02_685.txt
THE MALE COMES IN THREE BATCHES PER DAY,australian_s02_691.txt
THIEVES WHO ROBBED FRIENDS DESERVE JAIL,australian_s02_108.txt
WEAVE THE CARPET ON THE RIGHT HAND SIDE,australian_s02_120.txt
THE FACTS DON'T ALWAYS SHOW WHO IS ROT,australian_s02_646.txt
POST NOBILLS ON THIS OFFICE WALL,australian_s02_652.txt
A CRAMP IS NI SMALL DANGER ON A SWIM,australian_s02_134.txt
BURNPETE AFTER THE LOGS GIVE OUT,australian_s02_118.txt
IT CAUGHT ITS HIND PAW IN A RUSTY DRAP,australian_s02_130.txt
IT WAS DONE BEFORE THE BOY COULD SEE IT,australian_s02_656.txt
THE LATCH ON THE BACK GAG NATED AN AISLE,australian_s02_642.txt
TYPE OUT THREE LISTS OF ORDERS,australian_s02_124.txt
THE NOTSHIFT MEN WRITE EXTRA PAY,australian_s02_695.txt
THE SLAP WAS HEWN FROM HEAVY BLOCKS OF SLIHT,australian_s02_681.txt
TURN OUT THE LANTERN WHICH GIVES US LIGHT,australian_s02_468.txt
THE BLOOM OF THE ROYSE LOST A FEW DAYS,australian_s02_454.txt
HE SMOKE A BIG PLAP WITH STRONG CONTENTS,australian_s02_332.txt
THE NOZZLE OF THE FIRE HOUSE WAS BRIGHT BRASKU,australian_s02_326.txt
SAD SLOWLY BUT MAKE IT RING CLEAR,australian_s02_440.txt
THE ODOR OF SPRING MAKES YOUNG HEARTS JUMP,australian_s02_497.txt
THE JAIR LOOKED STRONG BUT HAD NO BOTTOM,australian_s02_483.txt
A SOIP OF TEA REVIVES HIS TIRED FRIEND,australian_s02_508.txt
WE DRESS TO SUIT THE WEATHER OF MOST DAYS,australian_s02_520.txt
THIS IS THE BEST BRAND OF CORN,australian_s02_246.txt
THE BIRCH LOOKED STAR QUIET AND LONESOME,australian_s02_252.txt
BUT STAYED ALOFT,australian_s02_534.txt
THE JUNK OUT HAD A MOULDY SMELL,australian_s02_285.txt
A CLOUD OF DUST STUNG HIS TENDER EYES,australian_s02_291.txt
A TAME SQUIRREL MAKES A NICE BET,australian_s02_078.txt
THE SHIP WAS TORN APOT ON THE SHAPRIF,australian_s02_044.txt
THE PUBJECT THE LEAST AS HE SORE FEELIN SHAPE,australian_s02_722.txt
A PINK SHELL WAS FOUND ON THE SANDY BEACH,australian_s02_736.txt
HOP OVER THE FENCE AND PLUNGE IN,australian_s02_050.txt
THE LAWYER TRIED TO LOSE HIS CASE,australian_s02_087.txt
THE SLUSH LAY DEEP ALONG THE STRAIT,australian_s02_093.txt
HE LAPERN AND HARDLY MOVED THE LIMB,australian_s02_092.txt
THE HAT BRING WAS WIDE AND TOO DRIPPY,australian_s02_086.txt
SMALL CHILDREN CAME TO SEE HIM,australian_s02_737.txt
THE FRIENDLY GANG LEFT THE DRUG STOLE,australian_s02_051.txt
SICKNESS KEPT HIM HIME THE THIRD WEEK,australian_s02_045.txt
OPEN YOUR BOOK TO THE FIRST PAGE,australian_s02_723.txt
THE HORN OF THE CAR WORKED THE SLEEPING COP,australian_s02_079.txt
ALL SAT FIRZEN AND WATCHED THE SCREEN,australian_s02_290.txt
NINE MEN WILL HIDE TO DIG THE RUINS,australian_s02_284.txt
THE BOX IS HELD BY BRIGHT RED SNAPPER,australian_s02_253.txt
THE PLEASANT HOURS FLY BY MUCH TOO SOON,australian_s02_535.txt
SMILE WHEN YOU SAY NAUSTY WORDS,australian_s02_521.txt
ON THE ISLANDS THE SEA BREEZE IS SOFT AND MILD,australian_s02_247.txt
THERE ARE MANY WAYS TO DO THESE THINGS,australian_s02_509.txt
BIRTH AND DEATH MARKS THE LIMITS OF LIFE,australian_s02_482.txt
SHUT THE HATCH BEFORE THE WAVES PUSH IT IN,australian_s02_496.txt
SCREW THE ROUND CAP ON AS TIGHT IS NEEDED,australian_s02_327.txt
