transcription,file_path
PITCH THE STRAW THROUGH THE DOOR OF THE STABLE,../transcripts/data/indian/speaker_02/indian_s02_641.txt
THE LATCH ON THE BACK GATE NEEDED A NAIL,../transcripts/data/indian/speaker_02/indian_s02_642.txt
THE GOOSE WAS BROUGHT STRAIGHT FROM THE OLD MARKET,../transcripts/data/indian/speaker_02/indian_s02_643.txt
THE SINK IS THE THING IN WHICH WE PILE DISHES,../transcripts/data/indian/speaker_02/indian_s02_644.txt
A WHIFF OF IT WILL CURE THE MOST STUBBORN COLD,../transcripts/data/indian/speaker_02/indian_s02_645.txt
THE FACTS DON'T ALWAYS SHOW WHO IS RIGHT,../transcripts/data/indian/speaker_02/indian_s02_646.txt
SHE FLAPS HER CAPE AS SHE PARADES THE STREET,../transcripts/data/indian/speaker_02/indian_s02_647.txt
THE LOSS OF THE CRUISER WAS A BLOW TO THE FLEET,../transcripts/data/indian/speaker_02/indian_s02_648.txt
LOOP THE BRAID TO THE LEFT AND THEN OVER,../transcripts/data/indian/speaker_02/indian_s02_649.txt
PLEAD WITH THE LAWYER TO DROP THE LOST CAUSE,../transcripts/data/indian/speaker_02/indian_s02_650.txt
CALVES THRIVE ON TENDER SPRING GRASS,../transcripts/data/indian/speaker_02/indian_s02_651.txt
POST NO BILLS ON THIS OFFICE WALL,../transcripts/data/indian/speaker_02/indian_s02_652.txt
TEAR A THIN SHEET FROM THE YELLOW PAD,../transcripts/data/indian/speaker_02/indian_s02_653.txt
A CRUISE IN WARM WATERS IN A SLEEK YACHT IS FUN,../transcripts/data/indian/speaker_02/indian_s02_654.txt
A STREAK OF COLOR RAN DOWN THE LEFT EDGE,../transcripts/data/indian/speaker_02/indian_s02_655.txt
IT WAS DONE BEFORE THE BOY COULD SEE IT,../transcripts/data/indian/speaker_02/indian_s02_656.txt
CROUCH BEFORE YOU JUMP OR MISS THE MARK,../transcripts/data/indian/speaker_02/indian_s02_657.txt
PACK THE KITS AND DON'T FORGET THE SALT,../transcripts/data/indian/speaker_02/indian_s02_658.txt
THE SQUARE PEG WILL SETTLE IN THE ROUND HOLE,../transcripts/data/indian/speaker_02/indian_s02_659.txt
FINE SOAP SAVES TENDER SKIN,../transcripts/data/indian/speaker_02/indian_s02_660.txt
POACHED EGGS AND TEA MUST SUFFICE,../transcripts/data/indian/speaker_02/indian_s02_661.txt
BAD NERVES ARE JANGLED BY A DOOR SLAM,../transcripts/data/indian/speaker_02/indian_s02_662.txt
SHIP MAPS ARE DIFFERENT FROM THOSE FOR PLANES,../transcripts/data/indian/speaker_02/indian_s02_663.txt
DIMES SHOWERED DOWN FROM ALL SIDES,../transcripts/data/indian/speaker_02/indian_s02_664.txt
THEY SANG THE SAME TUNES AT EACH PARTY,../transcripts/data/indian/speaker_02/indian_s02_665.txt
THE SKY AND THE WEST IS TINGED WITH ORANGE RED,../transcripts/data/indian/speaker_02/indian_s02_666.txt
THE PODS OF PEACE FERMENT IN BARE FIELDS,../transcripts/data/indian/speaker_02/indian_s02_667.txt
THE HORSE BALKED AND THREW THE TALL RIDER,../transcripts/data/indian/speaker_02/indian_s02_668.txt
THE HITCH BETWEEN THE HORSE AND CART BROKE,../transcripts/data/indian/speaker_02/indian_s02_669.txt
PILE THE COAL HIGH IN THE SHED CORNER,../transcripts/data/indian/speaker_02/indian_s02_670.txt
A GOLD VASE IS BOTH RARE AND COSTLY,../transcripts/data/indian/speaker_02/indian_s02_671.txt
THE KNIFE WAS HUNG INSIDE ITS BRIGHT SHEATH,../transcripts/data/indian/speaker_02/indian_s02_672.txt
THE RAREST SPICE COMES FROM THE FAR EAST,../transcripts/data/indian/speaker_02/indian_s02_673.txt
THE ROOF SHOULD BE TILTED AT A SHARP SLANT,../transcripts/data/indian/speaker_02/indian_s02_674.txt
A SMATTER OF FRENCH IS WORSE THAN NONE,../transcripts/data/indian/speaker_02/indian_s02_675.txt
THE MULE TROD THE TREADMILL DAY AND NIGHT,../transcripts/data/indian/speaker_02/indian_s02_676.txt
THE AIM OF THE CONTEST IS TO RAISE A GREAT FUND,../transcripts/data/indian/speaker_02/indian_s02_677.txt
TO SEND IT NOW IN LARGE AMOUNTS IS BAD,../transcripts/data/indian/speaker_02/indian_s02_678.txt
THERE IS A FINE HARD TANG IN SALTY AIR,../transcripts/data/indian/speaker_02/indian_s02_679.txt
COD IS THE MAIN BUSINESS OF THE NORTH SHORE,../transcripts/data/indian/speaker_02/indian_s02_680.txt
THE SLAB WAS HEWN FROM HEAVY BLOCKS OF SLATE,../transcripts/data/indian/speaker_02/indian_s02_681.txt
DUNK THE STALE BISCUITS INTO STRONG DRINK,../transcripts/data/indian/speaker_02/indian_s02_682.txt
HANG TINSEL FROM BOTH BRANCHES,../transcripts/data/indian/speaker_02/indian_s02_683.txt
CAMP THE JAR WITH A TIGHT BRASS COVER,../transcripts/data/indian/speaker_02/indian_s02_684.txt
THE POOR BOY MISSED THE BOAT AGAIN,../transcripts/data/indian/speaker_02/indian_s02_685.txt
BE SURE TO SET THAT LAMP FIRMLY IN THE HOLE,../transcripts/data/indian/speaker_02/indian_s02_686.txt
PICK A CARD AND SLIP IT UNDER THE PACK,../transcripts/data/indian/speaker_02/indian_s02_687.txt
A ROUND MAT WILL COVER THE DULL SPOT,../transcripts/data/indian/speaker_02/indian_s02_688.txt
THE FIRST PART OF THE PLAN NEEDS CHANGING,../transcripts/data/indian/speaker_02/indian_s02_689.txt
A GOOD BOOK IN FORMS OF WHAT WE OUGHT TO KNOW,../transcripts/data/indian/speaker_02/indian_s02_690.txt
THE MAIL COMES IN THREE BATCHES PER DAY,../transcripts/data/indian/speaker_02/indian_s02_691.txt
YOU CANNOT BREW TEA IN A COLD POT,../transcripts/data/indian/speaker_02/indian_s02_692.txt
DOTS OF LIGHT BETRAYED THE BLACK CAT,../transcripts/data/indian/speaker_02/indian_s02_693.txt
PUT THE CHART ON THE MANTEL AND TACK IT DOWN,../transcripts/data/indian/speaker_02/indian_s02_694.txt
THE NIGHT SHIFT MEN RATE EXTRA PAY,../transcripts/data/indian/speaker_02/indian_s02_695.txt
THE RED PAPER BRIGHTENED THE DIM STAGE,../transcripts/data/indian/speaker_02/indian_s02_696.txt
SEE THE PLAYER SCOOT TO THIRD BASE,../transcripts/data/indian/speaker_02/indian_s02_697.txt
SLIDE THE BILL BETWEEN THE TWO LEAVES,../transcripts/data/indian/speaker_02/indian_s02_698.txt
MANY HANDS HELP GET THE JOB DONE,../transcripts/data/indian/speaker_02/indian_s02_699.txt
WE DON'T LIKE TO ADMIT OUR SMALL FAULTS,../transcripts/data/indian/speaker_02/indian_s02_700.txt
NO DOUBT ABOUT THE WAY THE WIND BLOWS,../transcripts/data/indian/speaker_02/indian_s02_701.txt
DIG DEEP IN THE EARTH FOR PIRATE'S GOLD,../transcripts/data/indian/speaker_02/indian_s02_702.txt
THE STEADY DRIP IS WORSE THAN A DRENCHING RAIN,../transcripts/data/indian/speaker_02/indian_s02_703.txt
A FLAT PACK TAKES LESS LUGGAGE SPACE,../transcripts/data/indian/speaker_02/indian_s02_704.txt
GREEN ICE FROSTED THE PUNCH BOWL,../transcripts/data/indian/speaker_02/indian_s02_705.txt
A STUFF CHAIR SLIPPED FROM THE MOVING VAN,../transcripts/data/indian/speaker_02/indian_s02_706.txt
THE STITCH WILL SERVE BUT NEEDS TO BE SHORTENED,../transcripts/data/indian/speaker_02/indian_s02_707.txt
A THIN BOOK FITS IN THE SIDE POCKET,../transcripts/data/indian/speaker_02/indian_s02_708.txt
THE GLOSS ON TOP MADE IT UNFIT TO READ,../transcripts/data/indian/speaker_02/indian_s02_709.txt
THE HAIL PATTERED ON THE BURNT BROWN GRASS,../transcripts/data/indian/speaker_02/indian_s02_710.txt
SEVEN SEALS WERE STAMPED ON GREAT SHEETS,../transcripts/data/indian/speaker_02/indian_s02_711.txt
OUR TROOPS ARE SET TO STRIKE HEAVY BLOWS,../transcripts/data/indian/speaker_02/indian_s02_712.txt
THE STORE WAS JAMMED BEFORE THE SALE COULD START,../transcripts/data/indian/speaker_02/indian_s02_713.txt
IT WAS A BAD ERROR ON THE PART OF THE NEW JUDGE,../transcripts/data/indian/speaker_02/indian_s02_714.txt
ONE STEP MORE IN THE BOARD WILL COLLAPSE,../transcripts/data/indian/speaker_02/indian_s02_715.txt
TAKE THE MATCH AND STRIKE IT AGAINST YOUR SHOE,../transcripts/data/indian/speaker_02/indian_s02_716.txt
THE POT BOILED BUT THE CONTENTS FAILED TO JELL,../transcripts/data/indian/speaker_02/indian_s02_717.txt
THE BABY PUTS HIS RIGHT FOOT IN HIS MOUTH,../transcripts/data/indian/speaker_02/indian_s02_718.txt
THE BOMBS LEFT MOST OF THE TOWN IN RUINS,../transcripts/data/indian/speaker_02/indian_s02_719.txt
STOP AND STARE AT THE HARD WORKING MAN,../transcripts/data/indian/speaker_02/indian_s02_720.txt
THE STREETS ARE NARROW AND FULL OF SHARP TURNS,../transcripts/data/indian/speaker_02/indian_s02_721.txt
THE PUP JERKED THE LEASH AS HE SAW A FELINE SHAPE,../transcripts/data/indian/speaker_02/indian_s02_722.txt
OPEN YOUR BOOK TO THE FIRST PAGE,../transcripts/data/indian/speaker_02/indian_s02_723.txt
FISH EVADE THE NET AND SWIM OFF,../transcripts/data/indian/speaker_02/indian_s02_724.txt
DIP THE PAIL ONCE AND LET IT SETTLE,../transcripts/data/indian/speaker_02/indian_s02_725.txt
WILL YOU PLEASE ANSWER THAT PHONE,../transcripts/data/indian/speaker_02/indian_s02_726.txt
THE BIG RED APPLE FELL TO THE GROUND,../transcripts/data/indian/speaker_02/indian_s02_727.txt
THE CURTAIN ROSE AND THE SHOW WAS ON,../transcripts/data/indian/speaker_02/indian_s02_728.txt
THE YOUNG PRINCE BECAME HEIR TO THE THRONE,../transcripts/data/indian/speaker_02/indian_s02_729.txt
HE SENT THE BOY ON A SHORT ERRAND,../transcripts/data/indian/speaker_02/indian_s02_730.txt
LEAVE NOW AND YOU WILL ARRIVE ON TIME,../transcripts/data/indian/speaker_02/indian_s02_731.txt
THE CORNER STORE WAS ROBBED LAST NIGHT,../transcripts/data/indian/speaker_02/indian_s02_732.txt
A GOLD RING WILL PLEASE MOST ANY GIRL,../transcripts/data/indian/speaker_02/indian_s02_733.txt
THE LONG JOURNEY HOME TOOK A YEAR,../transcripts/data/indian/speaker_02/indian_s02_734.txt
SHE SAW A CAT IN THE NEIGHBOR'S HOUSE,../transcripts/data/indian/speaker_02/indian_s02_735.txt
A PINK SHELL WAS FOUND ON THE SANDY BEACH,../transcripts/data/indian/speaker_02/indian_s02_736.txt
SMALL CHILDREN CAME TO SEE HIM,../transcripts/data/indian/speaker_02/indian_s02_737.txt
THE GRASS AND BUSHES WERE WET WITH DEW,../transcripts/data/indian/speaker_02/indian_s02_738.txt
THE BLIND MAN COUNTED HIS OLD COINS,../transcripts/data/indian/speaker_02/indian_s02_739.txt
A SEVERE STORM TORED DOWN THE BARN,../transcripts/data/indian/speaker_02/indian_s02_740.txt
SHE CALLED HIS NAME MANY TIMES,../transcripts/data/indian/speaker_02/indian_s02_741.txt
WHEN YOU HEAR THE BELL COME QUICKLY,../transcripts/data/indian/speaker_02/indian_s02_742.txt
THE BIRCH CANOE SLID ON THE SMOOTH PLANKS,../transcripts/data/indian/speaker_01/indian_s01_001.txt
GLUE THE SHEET TO THE DARK BLUE BACKGROUND,../transcripts/data/indian/speaker_01/indian_s01_002.txt
IT'S EASY TO TELL THE DEPTH OF A WELL,../transcripts/data/indian/speaker_01/indian_s01_003.txt
THESE DAYS A CHICKEN LEG IS A RARE DISH,../transcripts/data/indian/speaker_01/indian_s01_004.txt
RICE IS OFTEN SERVED IN ROUND BOWLS,../transcripts/data/indian/speaker_01/indian_s01_005.txt
THE JUICE OF LEMONS MAKES FINE PUNCH,../transcripts/data/indian/speaker_01/indian_s01_006.txt
THE BOX WAS THROWN BESIDE THE PARKED TRUCK,../transcripts/data/indian/speaker_01/indian_s01_007.txt
THE HOGS WERE FED CHOPPED CORN AND GARBAGE,../transcripts/data/indian/speaker_01/indian_s01_008.txt
FOUR HOURS OF STEADY WORK FACED US,../transcripts/data/indian/speaker_01/indian_s01_009.txt
A LARGE SIZE AND STOCKINGS IS HARD TO SELL,../transcripts/data/indian/speaker_01/indian_s01_010.txt
THE BOY WAS THERE WHEN THE SUN ROSE,../transcripts/data/indian/speaker_01/indian_s01_011.txt
A ROD IS USED TO CATCH PINK SALMON,../transcripts/data/indian/speaker_01/indian_s01_012.txt
THE SOURCE OF THE HUGE RIVER IS THE CLEAR SPRING,../transcripts/data/indian/speaker_01/indian_s01_013.txt
KICK THE BALL STRAIGHT AND FOLLOW THROUGH,../transcripts/data/indian/speaker_01/indian_s01_014.txt
HELP THE WOMAN GET BACK TO HER FEET,../transcripts/data/indian/speaker_01/indian_s01_015.txt
A POT OF TEA HELPS TO PASS THE EVENING,../transcripts/data/indian/speaker_01/indian_s01_016.txt
SMOKY FIRES LACK FLAME AND HEAT,../transcripts/data/indian/speaker_01/indian_s01_017.txt
THE SOFT CUSHION BROKE THE MAN'S FALL,../transcripts/data/indian/speaker_01/indian_s01_018.txt
THE SALT BREEZE CAME ACROSS FROM THE SEA,../transcripts/data/indian/speaker_01/indian_s01_019.txt
THE GIRL AT THE BOOTH SOLD FIFTY BONDS,../transcripts/data/indian/speaker_01/indian_s01_020.txt
THE SMALL PUP GNAWED A HOLE IN THE SACK,../transcripts/data/indian/speaker_01/indian_s01_021.txt
THE FISH TWISTED AND TURNED ON THE BENT HOOK,../transcripts/data/indian/speaker_01/indian_s01_022.txt
PRESS THE PANTS AND SEW BUTTON ON THE VEST,../transcripts/data/indian/speaker_01/indian_s01_023.txt
THE SWAN DIVE WAS FAR SHORT OF PERFECT,../transcripts/data/indian/speaker_01/indian_s01_024.txt
THE BEAUTY OF THE VIEW STUNED THE YOUNG BOY,../transcripts/data/indian/speaker_01/indian_s01_025.txt
TWO BLUE FISH SWAM IN THE TANK,../transcripts/data/indian/speaker_01/indian_s01_026.txt
HER PURSE WAS FULL OF USELESS TRASH,../transcripts/data/indian/speaker_01/indian_s01_027.txt
THE COLT REARED AND THREW THE TALL RIDER,../transcripts/data/indian/speaker_01/indian_s01_028.txt
IT SNOWED,../transcripts/data/indian/speaker_01/indian_s01_029.txt
RAINED,../transcripts/data/indian/speaker_01/indian_s01_030.txt
AND HAILED THE SAME MORNING,../transcripts/data/indian/speaker_01/indian_s01_031.txt
READ VERSE OUT LOUD FOR PLEASURE,../transcripts/data/indian/speaker_01/indian_s01_032.txt
HOIST THE LOAD TO YOUR LEFT SHOULDER,../transcripts/data/indian/speaker_01/indian_s01_033.txt
TAKE THE WINDING PATH TO REACH THE LAKE,../transcripts/data/indian/speaker_01/indian_s01_034.txt
NOTE CLOSELY THE SIZE OF THE GAS TANK,../transcripts/data/indian/speaker_01/indian_s01_035.txt
WIPE THE GREASE OFF HIS DIRTY FACE,../transcripts/data/indian/speaker_01/indian_s01_036.txt
MEND THE COAT BEFORE YOU GO OUT,../transcripts/data/indian/speaker_01/indian_s01_037.txt
THE WRIST WAS BADLY STRAINED AND HUNG LIMP,../transcripts/data/indian/speaker_01/indian_s01_038.txt
THE STRAY CAT GAVE BIRTH TO KITTENS,../transcripts/data/indian/speaker_01/indian_s01_039.txt
THE YOUNG GIRL GAVE NO CLEAR RESPONSE,../transcripts/data/indian/speaker_01/indian_s01_040.txt
THE MEAL WAS COOKED BEFORE THE BELL RANG,../transcripts/data/indian/speaker_01/indian_s01_041.txt
WHAT JOY THERE IS IN LIVING,../transcripts/data/indian/speaker_01/indian_s01_042.txt
A KING RULED THE STATE IN THE EARLY DAYS,../transcripts/data/indian/speaker_01/indian_s01_043.txt
THE SHIP WAS TORN APART ON THE SHARP REEF,../transcripts/data/indian/speaker_01/indian_s01_044.txt
SICKNESS KEPT HIM HOME THE THIRD WEEK,../transcripts/data/indian/speaker_01/indian_s01_045.txt
THE WIDE ROAD SHIMMERED IN THE HOT SUN,../transcripts/data/indian/speaker_01/indian_s01_046.txt
THE LAZY COW LAY IN THE COOL GRASS,../transcripts/data/indian/speaker_01/indian_s01_047.txt
LIFT THE SQUARE STONE OVER THE FENCE,../transcripts/data/indian/speaker_01/indian_s01_048.txt
THE ROPE WILL BIND THE SEVEN BOOKS AT ONCE,../transcripts/data/indian/speaker_01/indian_s01_049.txt
HOP OVER THE FENCE AND PLUNGE IN,../transcripts/data/indian/speaker_01/indian_s01_050.txt
THE FRIENDLY GANG LEFT THE DRUG STORE,../transcripts/data/indian/speaker_01/indian_s01_051.txt
MESH WIRE KEEPS CHICKS INSIDE,../transcripts/data/indian/speaker_01/indian_s01_052.txt
THE FROSTY AIR PASSED THROUGH THE COAT,../transcripts/data/indian/speaker_01/indian_s01_053.txt
THE CROOKED MAZE FAILED TO FOOL THE MOUSE,../transcripts/data/indian/speaker_01/indian_s01_054.txt
ADDING FAST LEADS TO WRONG SUMS,../transcripts/data/indian/speaker_01/indian_s01_055.txt
THE SHOW WAS A FLOP FROM THE VERY START,../transcripts/data/indian/speaker_01/indian_s01_056.txt
A SAW AS A TOOL USED FOR MAKING BOARDS,../transcripts/data/indian/speaker_01/indian_s01_057.txt
THE WAGON MOVED ON WELL OILED WHEELS,../transcripts/data/indian/speaker_01/indian_s01_058.txt
MARCH THE SOLDIERS PAST THE NEXT HILL,../transcripts/data/indian/speaker_01/indian_s01_059.txt
A CUP OF SUGAR MAKES SWEET FUDGE,../transcripts/data/indian/speaker_01/indian_s01_060.txt
PLACE A ROSEBUSH NEAR THE PORCH STEPS,../transcripts/data/indian/speaker_01/indian_s01_061.txt
BOTH LOST THEIR LIVES IN THE RAGING STORM,../transcripts/data/indian/speaker_01/indian_s01_062.txt
WE TALKED OF THE SIDE SHOW IN THE CIRCUS,../transcripts/data/indian/speaker_01/indian_s01_063.txt
USE A PENCIL TO WRITE THE FIRST DRAFT,../transcripts/data/indian/speaker_01/indian_s01_064.txt
HE RAN HALFWAY TO THE HARDWARE STORE,../transcripts/data/indian/speaker_01/indian_s01_065.txt
THE CLOCK STRUCK TO MARK THE THIRD PERIOD,../transcripts/data/indian/speaker_01/indian_s01_066.txt
A SMALL CREEK CUT ACROSS THE FIELD,../transcripts/data/indian/speaker_01/indian_s01_067.txt
CARS AND BUSSES STALLED IN SNOW DRIFTS,../transcripts/data/indian/speaker_01/indian_s01_068.txt
THE SET OF CHINA HIT THE FLOOR WITH A CRASH,../transcripts/data/indian/speaker_01/indian_s01_069.txt
THIS IS A GRAND SEASON FOR HYKES ON THE ROAD,../transcripts/data/indian/speaker_01/indian_s01_070.txt
THE DUNE ROSE FROM THE EDGE OF THE WATER,../transcripts/data/indian/speaker_01/indian_s01_071.txt
THOSE WORDS WERE THE CUE FOR THE ACTOR TO LEAVE,../transcripts/data/indian/speaker_01/indian_s01_072.txt
A YACHT SLID AROUND THE POINT INTO THE BAY,../transcripts/data/indian/speaker_01/indian_s01_073.txt
THE TWO MET WHILE PLAYING ON THE SAND,../transcripts/data/indian/speaker_01/indian_s01_074.txt
THE INK STAIN DRIED ON THE FINISHED PAGE,../transcripts/data/indian/speaker_01/indian_s01_075.txt
THE WALLED TOWN WAS SEIZED WITHOUT A FIGHT,../transcripts/data/indian/speaker_01/indian_s01_076.txt
THE LEASE RAN OUT IN SIXTEEN WEEKS,../transcripts/data/indian/speaker_01/indian_s01_077.txt
A TAME SQUIRREL MAKES A NICE PET,../transcripts/data/indian/speaker_01/indian_s01_078.txt
THE HORN OF THE CAR WOKE THE SLEEPING COP,../transcripts/data/indian/speaker_01/indian_s01_079.txt
THE HEART BEATS STRONGLY AND WITH FIRM STROKES,../transcripts/data/indian/speaker_01/indian_s01_080.txt
THE PEARL WAS WORN IN A THIN SILVER RING,../transcripts/data/indian/speaker_01/indian_s01_081.txt
THE FRUIT PEEL WAS CUT IN THICK SLICES,../transcripts/data/indian/speaker_01/indian_s01_082.txt
THE NAVY ATTACKED THE BIG TASK FORCE,../transcripts/data/indian/speaker_01/indian_s01_083.txt
SEE THE CAT GLARING AT THE SCARED MOUSE,../transcripts/data/indian/speaker_01/indian_s01_084.txt
THERE ARE MORE THAN TWO FACTORS HERE,../transcripts/data/indian/speaker_01/indian_s01_085.txt
THE HAT BRIM WAS WIDE AND TOO DROOPY,../transcripts/data/indian/speaker_01/indian_s01_086.txt
THE LAWYER TRIED TO LOSE HIS CASE,../transcripts/data/indian/speaker_01/indian_s01_087.txt
THE GRASS CURLED AROUND THE FENCE POST,../transcripts/data/indian/speaker_01/indian_s01_088.txt
CUT THE PIE INTO LARGE PARTS,../transcripts/data/indian/speaker_01/indian_s01_089.txt
MEN STRIVE BUT SELDOM GET RICH,../transcripts/data/indian/speaker_01/indian_s01_090.txt
ALWAYS CLOSE THE BARN DOOR TIGHT,../transcripts/data/indian/speaker_01/indian_s01_091.txt
HE LAY PRONE AND HARDLY MOVED A LIMB,../transcripts/data/indian/speaker_01/indian_s01_092.txt
THE SLUSH LAY DEEP ALONG THE STREET,../transcripts/data/indian/speaker_01/indian_s01_093.txt
A WISP OF CLOUD HUNG IN THE BLUE AIR,../transcripts/data/indian/speaker_01/indian_s01_094.txt
A POUND OF SUGAR COSTS MORE THAN EGGS,../transcripts/data/indian/speaker_01/indian_s01_095.txt
THE FIN WAS SHARP AND CUT THE CLEAR WATER,../transcripts/data/indian/speaker_01/indian_s01_096.txt
THE PLAY SEEMS DULL AND QUITE STUPID,../transcripts/data/indian/speaker_01/indian_s01_097.txt
BAIL THE BOAT TO STOP IT FROM SINKING,../transcripts/data/indian/speaker_01/indian_s01_098.txt
THE TERM ENDED IN LATE JUNE THAT YEAR,../transcripts/data/indian/speaker_01/indian_s01_099.txt
A TUSK USED TO MAKE COSTLY GIFTS,../transcripts/data/indian/speaker_01/indian_s01_100.txt
TEN PINS WERE SET IN ORDER,../transcripts/data/indian/speaker_01/indian_s01_101.txt
THE BILL WAS PAID EVERY THIRD WEEK,../transcripts/data/indian/speaker_01/indian_s01_102.txt
OAK IS STRONG AND ALSO GIVES SHADE,../transcripts/data/indian/speaker_01/indian_s01_103.txt
CATS AND DOGS EACH HATE THE OTHER,../transcripts/data/indian/speaker_01/indian_s01_104.txt
THE PIPE BEGAN TO RUST WHILE NEW,../transcripts/data/indian/speaker_01/indian_s01_105.txt
OPEN THE CRATE BUT DON'T BREAK THE GLASS,../transcripts/data/indian/speaker_01/indian_s01_106.txt
ADD THE SUM TO THE PRODUCT OF THESE THREE,../transcripts/data/indian/speaker_01/indian_s01_107.txt
THIEVES WHO ROB FRIENDS DESERVE JAIL,../transcripts/data/indian/speaker_01/indian_s01_108.txt
THE RIPE TASTE OF CHEESE IMPROVES WITH AGE,../transcripts/data/indian/speaker_01/indian_s01_109.txt
ACT ON THESE ORDERS WITH GREAT SPEED,../transcripts/data/indian/speaker_01/indian_s01_110.txt
THE HOG CRAWLED UNDER THE HIGH FENCE,../transcripts/data/indian/speaker_01/indian_s01_111.txt
MOVE THE VAT OVER THE HOT FIRE,../transcripts/data/indian/speaker_01/indian_s01_112.txt
THE BARK OF THE PINE TREE WAS SHINY AND DARK,../transcripts/data/indian/speaker_01/indian_s01_113.txt
LEAVES TURN BROWN AND YELLOW IN THE FALL,../transcripts/data/indian/speaker_01/indian_s01_114.txt
THE PENNANT WAVED WHEN THE WIND BLEW,../transcripts/data/indian/speaker_01/indian_s01_115.txt
SPLIT THE LOG WITH A QUICK,../transcripts/data/indian/speaker_01/indian_s01_116.txt
SHARP BLOW,../transcripts/data/indian/speaker_01/indian_s01_117.txt
BURN PEAT AFTER THE LOGS GIVE OUT,../transcripts/data/indian/speaker_01/indian_s01_118.txt
HE ORDERED PEACH PIE WITH ICE CREAM,../transcripts/data/indian/speaker_01/indian_s01_119.txt
WEAVE THE CARPET ON THE RIGHT HAND SIDE,../transcripts/data/indian/speaker_01/indian_s01_120.txt
HEMP IS A WEED FOUND IN PARTS OF THE TROPICS,../transcripts/data/indian/speaker_01/indian_s01_121.txt
A LAME BACK KEPT HIS SCORE LOW,../transcripts/data/indian/speaker_01/indian_s01_122.txt
WE FIND JOY IN THE SIMPLEST THINGS,../transcripts/data/indian/speaker_01/indian_s01_123.txt
TYPE OUT THREE LISTS OF ORDERS,../transcripts/data/indian/speaker_01/indian_s01_124.txt
THE HARDER HE TRIED THE LESS HE GOT DONE,../transcripts/data/indian/speaker_01/indian_s01_125.txt
THE BOSS RAN THE SHOW WITH A WATCHFUL EYE,../transcripts/data/indian/speaker_01/indian_s01_126.txt
THE CUP CRACKED AND SPILLED ITS CONTENTS,../transcripts/data/indian/speaker_01/indian_s01_127.txt
PASTE CAN CLEANSE THE MOST DIRTY BRASS,../transcripts/data/indian/speaker_01/indian_s01_128.txt
THE SLANG WORD FOR RAW WHISKY IS BOOZE,../transcripts/data/indian/speaker_01/indian_s01_129.txt
IT CAUGHT ITS HIND PAW IN A RUSTY TRAP,../transcripts/data/indian/speaker_01/indian_s01_130.txt
THE WHARF COULD BE SEEN AT THE FARTHER SHORE,../transcripts/data/indian/speaker_01/indian_s01_131.txt
FEEL THE HEAT OF THE WEAK DYING FLAME,../transcripts/data/indian/speaker_01/indian_s01_132.txt
THE TINY GIRL TOOK OFF HER HAT,../transcripts/data/indian/speaker_01/indian_s01_133.txt
A CRAMP IS NO SMALL DANGER ON A SWIN,../transcripts/data/indian/speaker_01/indian_s01_134.txt
HE SAID THE SAME PHRASE THIRTY TIMES,../transcripts/data/indian/speaker_01/indian_s01_135.txt
PLUCK THE BRIGHT ROSE WITHOUT LEAVES,../transcripts/data/indian/speaker_01/indian_s01_136.txt
TWO PLUS SEVEN IS LESS THAN TEN,../transcripts/data/indian/speaker_01/indian_s01_137.txt
THE GLOW DEEPENED IN THE EYES OF THE SWEET GIRL,../transcripts/data/indian/speaker_01/indian_s01_138.txt
BRING YOUR PROBLEMS TO THE WISE CHIEF,../transcripts/data/indian/speaker_01/indian_s01_139.txt
WRITE A FOND NOTE OF THE FRIEND YOU CHERISH,../transcripts/data/indian/speaker_01/indian_s01_140.txt
CLOTHES AND LODGING ARE FREE TO NEW MEN,../transcripts/data/indian/speaker_01/indian_s01_141.txt
WE FROWN WHEN EVENTS TAKE A BAD TURN,../transcripts/data/indian/speaker_01/indian_s01_142.txt
PORT IS A STRONG WINE WITH A SMOKY TASTE,../transcripts/data/indian/speaker_01/indian_s01_143.txt
THE YOUNG KID JUMPED THE RUSTY GATE,../transcripts/data/indian/speaker_01/indian_s01_144.txt
GUESS THE RESULT FROM THE FIRST SCORES,../transcripts/data/indian/speaker_01/indian_s01_145.txt
A SALT PICKLE TASTES FINE WITH HAM,../transcripts/data/indian/speaker_01/indian_s01_146.txt
THE JUST CLAIM GOT THE RIGHT VERDICT,../transcripts/data/indian/speaker_01/indian_s01_147.txt
THOSE THISTLES BEND IN A HIGH WIND,../transcripts/data/indian/speaker_01/indian_s01_148.txt
PURE BRED POODLES HAVE CURLS,../transcripts/data/indian/speaker_01/indian_s01_149.txt
THE TREE TOP WAVED IN A GRACEFUL WAY,../transcripts/data/indian/speaker_01/indian_s01_150.txt
THE SPOT ON THE BLOTTER WAS MADE BY GREEN INK,../transcripts/data/indian/speaker_01/indian_s01_151.txt
MUD WAS SPATTERED ON THE FRONT OF HIS WHITE SHIRT,../transcripts/data/indian/speaker_01/indian_s01_152.txt
THE CIGAR BURNED A HOLE IN THE DESK TOP,../transcripts/data/indian/speaker_01/indian_s01_153.txt
THE EMPTY FLASK STOOD ON THE TIN TRAY,../transcripts/data/indian/speaker_01/indian_s01_154.txt
A SPEEDY MAN CAN BEAT THIS TRACK MARK,../transcripts/data/indian/speaker_01/indian_s01_155.txt
